Wall time,Step,Value
1664331915.355908,0,0.011897555552423
1664331936.0982904,1,0.004130875691771507
1664331956.0159357,2,0.003666873322799802
1664331975.8345134,3,0.003455083118751645
1664331995.7191775,4,0.003309639636427164
1664332015.7530081,5,0.003226198023185134
1664332035.717455,6,0.0032380057964473963
1664332055.632814,7,0.0032139900140464306
1664332075.4835887,8,0.003128661308437586
1664332095.7370422,9,0.00294239679351449
1664332116.1194987,10,0.002969719236716628
1664332141.0759153,11,0.0029655529651790857
1664332160.9376757,12,0.0029140450060367584
1664332180.8553257,13,0.002985539147630334
1664332201.3810203,14,0.0028759236447513103
1664332221.466944,15,0.0028753362130373716
1664332241.3636718,16,0.0028720831032842398
1664332265.1516304,17,0.0028974933084100485
1664332284.8062758,18,0.0029040954541414976
1664332304.6967232,19,0.002862414577975869
1664332324.570705,20,0.002791687613353133
1664332344.4652395,21,0.0028506440576165915
1664332364.4801376,22,0.002866776892915368
1664332384.5246706,23,0.002787297358736396
1664332404.7366095,24,0.0027656489983201027
1664332424.6252396,25,0.0027513913810253143
1664332444.3189907,26,0.00278457161039114
1664332464.8376424,27,0.0027281336952000856
1664332484.681086,28,0.0027560435701161623
1664332504.428259,29,0.0027376480866223574
1664332524.2218363,30,0.002765416167676449
1664332544.3118277,31,0.002715715207159519
1664332565.1205168,32,0.0027254598680883646
1664332585.896464,33,0.0027168095111846924
1664332607.3402848,34,0.002687174594029784
1664332628.0679266,35,0.0026870521251112223
1664332649.1910975,36,0.002679590368643403
1664332670.071577,37,0.0026597038377076387
1664332690.657338,38,0.0026541000697761774
1664332711.0559618,39,0.002669114852324128
1664332731.113746,40,0.0026302530895918608
1664332752.0569718,41,0.0026644598692655563
1664332772.6481674,42,0.002615931211039424
1664332793.5149124,43,0.0026148685719817877
1664332813.9548097,44,0.0026337888557463884
1664332834.3380933,45,0.0026316072326153517
1664332854.5654314,46,0.002628506626933813
1664332874.3663542,47,0.0025947983376681805
1664332894.8283868,48,0.0026354400906711817
1664332915.4760888,49,0.0026043178513646126
1664332935.974411,50,0.0025986474938690662
1664332955.9796803,51,0.002598927589133382
1664332976.4533012,52,0.0026086533907800913
1664332996.7019584,53,0.0025833414401859045
1664333017.2158527,54,0.002564799739047885
1664333037.7582245,55,0.0025940383784472942
1664333058.4449868,56,0.0025810403749346733
1664333078.8642602,57,0.0025514608714729548
1664333099.2771723,58,0.0025559409987181425
1664333119.5605478,59,0.0025529498234391212
1664333140.0005562,60,0.0025515167508274317
1664333161.0338058,61,0.0025585403200238943
1664333181.814821,62,0.00254811835475266
1664333202.9956648,63,0.0025547812692821026
1664333223.9703813,64,0.002535664476454258
1664333244.621971,65,0.0025334053207188845
1664333265.2248597,66,0.00252479687333107
1664333286.262947,67,0.002524368930608034
1664333307.1651204,68,0.002531221602112055
1664333327.887725,69,0.002514373045414686
1664333349.870735,70,0.0025233877822756767
1664333370.870257,71,0.002527338918298483
1664333391.8942165,72,0.0025173493195325136
1664333412.7078016,73,0.0025197584182024
1664333433.384623,74,0.0025103739462792873
1664333454.0185604,75,0.0025033492129296064
1664333474.7783482,76,0.0025042560882866383
1664333495.6188638,77,0.002495603868737817
1664333516.7050498,78,0.0024993200786411762
1664333537.773619,79,0.002502753399312496
1664333558.798089,80,0.002504653064534068
1664333579.754117,81,0.0024904778692871332
1664333600.5876117,82,0.0024856470990926027
1664333620.8865402,83,0.002492625964805484
1664333640.2748375,84,0.0024980667512863874
1664333659.8193612,85,0.00249678548425436
1664333679.2450206,86,0.0024872326757758856
1664333698.629991,87,0.002491171006113291
1664333718.3305144,88,0.0024806212168186903
1664333737.87476,89,0.0024904021993279457
1664333757.2568998,90,0.0024803539272397757
1664333776.5167587,91,0.0024777259677648544
1664333795.7406542,92,0.0024733790196478367
1664333815.0041611,93,0.00247785123065114
1664333834.2618284,94,0.002486401703208685
1664333853.5026731,95,0.002469652332365513
1664333872.823131,96,0.0024867455940693617
1664333892.1806607,97,0.0024707908742129803
1664333911.501254,98,0.0024702020455151796
1664333931.521607,99,0.0024622168857604265
